timestamp,load_pct,fuel_flow_kg_s,water_flow_kg_s,air_temp_k,drum_pressure_mpa,steam_temp_c,tube_metal_temp_c,flue_gas_temp_c,flue_gas_o2_pct,true_fouling_resistance,is_anomalous
2026-03-01 00:14:10,78.26,2.7302,8.516,293.51,16.16,529.04,581.6,199.05,3.446,0.018209,1
2026-03-01 00:14:15,78.4,2.6896,8.5647,293.43,16.256,529.41,581.71,200.18,3.566,0.018303,1
2026-03-01 00:14:20,79.53,2.7917,8.5411,293.33,16.256,528.57,581.94,198.84,3.498,0.018401,1
2026-03-01 00:14:25,80.18,2.7589,8.6305,293.75,16.208,528.32,582.12,201.16,3.412,0.018498,1
2026-03-01 00:14:30,80.11,2.7844,8.6263,293.17,16.203,528.85,582.21,199.26,3.331,0.018595,1
2026-03-01 00:14:35,80.96,2.841,8.6202,293.31,16.278,529.6,582.41,201.16,3.536,0.018694,1
2026-03-01 00:14:40,79.77,2.7833,8.5609,293.32,16.379,528.5,582.36,199.74,3.505,0.018793,1
2026-03-01 00:14:45,81.95,2.8784,8.9128,293.47,16.384,528.88,582.73,201.19,3.52,0.018895,1
2026-03-01 00:14:50,79.4,2.8063,8.5053,293.54,16.265,529.29,582.52,201.37,3.524,0.018994,1
2026-03-01 00:14:55,83.9,2.8903,9.0691,293.14,16.372,529.87,583.16,201.76,3.296,0.019095,1
2026-03-01 00:15:00,80.79,2.825,8.6205,293.27,16.307,529.14,582.89,200.63,3.467,0.019193,1
2026-03-01 00:15:05,78.59,2.6175,8.4762,293.5,16.202,528.7,582.72,200.11,3.533,0.019285,1
2026-03-01 00:15:10,78.29,2.7502,8.4107,293.28,16.188,528.88,582.78,200.34,3.469,0.019383,1
2026-03-01 00:15:15,80.65,2.8107,8.6125,293.34,16.317,528.47,583.16,200.24,3.406,0.019481,1
2026-03-01 00:15:20,79.62,2.7472,8.6618,293.45,16.221,528.8,583.13,201.27,3.407,0.019578,1
2026-03-01 00:15:25,81.05,2.8493,8.821,293.22,16.355,528.25,583.4,202.53,3.366,0.019676,1
2026-03-01 00:15:30,80.71,2.8719,8.6394,293.48,16.208,529.24,583.46,202.46,3.423,0.019778,1
2026-03-01 00:15:35,79.92,2.7781,8.614,293.54,16.213,528.84,583.47,202.56,3.341,0.019877,1
2026-03-01 00:15:40,78.78,2.7196,8.5122,293.43,16.304,528.48,583.43,202.05,3.308,0.019972,1
2026-03-01 00:15:45,77.81,2.7298,8.258,293.71,16.197,527.86,583.4,199.91,3.422,0.020067,1
2026-03-01 00:15:50,79.43,2.7268,8.4672,293.57,16.241,528.47,583.7,201.53,3.4,0.020164,1
2026-03-01 00:15:55,81.41,2.8231,8.8957,293.42,16.323,528.34,584.04,202.77,3.602,0.020265,1
2026-03-01 00:16:00,80.48,2.8656,8.6062,293.36,16.328,527.93,584.02,201.93,3.543,0.020364,1
2026-03-01 00:16:05,78.31,2.7434,8.5583,293.78,16.253,528.14,583.86,201.71,3.444,0.020459,1
2026-03-01 00:16:10,80.47,2.7411,8.5826,293.3,16.285,527.23,584.21,202.71,3.432,0.020555,1
2026-03-01 00:16:15,80.81,2.7564,8.7801,293.38,16.318,528.47,584.35,202.75,3.514,0.020653,1
2026-03-01 00:16:20,78.93,2.769,8.4996,293.35,16.257,527.34,584.22,203.01,3.452,0.02075,1
2026-03-01 00:16:25,80.51,2.8524,8.6816,293.52,16.326,528.27,584.51,202.29,3.419,0.020849,1
2026-03-01 00:16:30,80.39,2.7491,8.831,293.89,16.412,527.21,584.59,200.98,3.415,0.020944,1
2026-03-01 00:16:35,78.62,2.7696,8.3903,293.49,16.255,527.43,584.48,201.93,3.445,0.021042,1
2026-03-01 00:16:40,80.89,2.8845,8.7841,293.38,16.237,528.04,584.85,204.41,3.34,0.021143,1
2026-03-01 00:16:45,81.22,2.9183,8.8164,293.48,16.339,528.21,584.99,203.64,3.517,0.021244,1
2026-03-01 00:16:50,82.03,2.8843,9.1278,293.18,16.297,527.56,585.19,203.61,3.395,0.021344,1
2026-03-01 00:16:55,82.01,2.8907,8.7712,293.41,16.321,527.4,585.29,205.04,3.517,0.021445,1
2026-03-01 00:17:00,78.39,2.6583,8.4161,293.79,16.243,527.79,584.94,202.22,3.546,0.021537,1
2026-03-01 00:17:05,79.08,2.8516,8.6054,293.58,16.211,528.22,585.13,204.47,3.489,0.021636,1
2026-03-01 00:17:10,81.28,2.8218,8.7622,293.7,16.27,527.17,585.49,204.58,3.523,0.021734,1
2026-03-01 00:17:15,81.3,2.8082,8.7436,293.65,16.173,526.35,585.59,205.03,3.408,0.021835,1
2026-03-01 00:17:20,81.33,2.8363,8.8602,293.31,16.284,528.16,585.69,204.85,3.38,0.021934,1
2026-03-01 00:17:25,86.36,3.0831,9.3056,293.84,16.428,527.96,586.4,206.32,3.312,0.022042,1
2026-03-01 00:17:30,81.46,2.9395,8.7266,293.1,16.293,526.98,585.92,205.19,3.428,0.022145,1
2026-03-01 00:17:35,82.33,2.8867,8.9502,293.52,16.288,527.47,586.13,205.38,3.468,0.022246,1
2026-03-01 00:17:40,82.09,2.913,8.8954,293.05,16.325,528.23,586.2,205.52,3.446,0.022347,1
2026-03-01 00:17:45,81.66,2.8598,8.794,293.12,16.249,527.55,586.24,204.3,3.573,0.022445,1
2026-03-01 00:17:50,80.23,2.7666,8.6363,293.65,16.212,527.39,586.17,204.41,3.478,0.022542,1
2026-03-01 00:17:55,81.87,2.9245,8.7686,293.32,16.327,527.25,586.47,207.61,3.374,0.022644,1
2026-03-01 00:18:00,79.6,2.761,8.6544,293.71,16.28,527.07,586.29,204.59,3.458,0.02274,1
2026-03-01 00:18:05,80.42,2.8763,8.657,293.03,16.295,527.67,586.49,204.6,3.507,0.022839,1
2026-03-01 00:18:10,80.08,2.8546,8.5867,293.45,16.247,526.4,586.55,205.19,3.401,0.022942,1
2026-03-01 00:18:15,80.95,2.8579,8.64,293.23,16.336,527.21,586.76,205.29,3.378,0.023044,1
2026-03-01 00:18:20,84.33,3.0246,9.1385,293.4,16.299,527.2,587.27,205.82,3.48,0.02315,1
2026-03-01 00:18:25,78.08,2.822,8.3917,293.78,16.203,526.38,586.62,206.07,3.525,0.023249,1
2026-03-01 00:18:30,81.93,2.8606,8.6877,293.83,16.34,526.31,587.18,206.22,3.42,0.023349,1
2026-03-01 00:18:35,78.51,2.7154,8.3826,293.58,16.27,526.55,586.87,204.85,3.417,0.023444,1
2026-03-01 00:18:40,80.24,2.734,8.6477,293.16,16.227,526.79,587.17,205.77,3.414,0.02354,1
2026-03-01 00:18:45,82.61,2.9811,8.9054,293.24,16.425,526.67,587.56,205.99,3.432,0.023645,1
2026-03-01 00:18:50,81.1,2.8208,8.739,293.51,16.278,527.17,587.48,206.42,3.485,0.023745,1
2026-03-01 00:18:55,79.41,2.8247,8.5455,293.32,16.251,526.3,587.37,207.16,3.53,0.023843,1
2026-03-01 00:19:00,79.98,2.7695,8.5194,293.61,16.308,525.33,587.54,206.75,3.454,0.023939,1
2026-03-01 00:19:05,82.09,2.9348,8.7961,293.82,16.384,526.73,587.89,207.71,3.318,0.024043,1
2026-03-01 00:19:10,80.0,2.7721,8.735,293.29,16.263,525.66,587.74,207.28,3.556,0.024141,1
2026-03-01 00:19:15,81.45,2.803,8.8792,293.31,16.351,526.95,588.01,207.4,3.517,0.024238,1
2026-03-01 00:19:20,81.22,2.8342,8.8175,293.25,16.264,527.07,588.08,207.73,3.503,0.024336,1
2026-03-01 00:19:25,80.19,2.7855,8.7001,293.44,16.348,526.51,588.06,207.86,3.547,0.024434,1
2026-03-01 00:19:30,84.41,2.9782,9.1888,293.5,16.359,526.51,588.67,207.58,3.453,0.024538,1
2026-03-01 00:19:35,82.17,2.8739,8.7847,293.5,16.323,526.46,588.5,209.05,3.423,0.024639,1
2026-03-01 00:19:40,78.21,2.7623,8.4489,293.67,16.203,525.33,588.12,208.54,3.374,0.024736,1
2026-03-01 00:19:45,81.55,2.8425,8.7175,293.57,16.305,526.29,588.62,207.68,3.359,0.024836,1
